ID_ND;id;isolate;aliases;species;biotype;serotype;SNP_profile;country;continent;region;source;detail_of_isolation;year;month;comments;DOI;bioproject_accession;biosample_accession;run_accession;NCBI_assembly_accession;sender;curator;date_entered;datestamp;references
ND_PM1215;3714;CFSAN127953;SRS15503428;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;9;Environmental swab. AMR: blaCSA HMM fos;;;SAMN31403271;;GCA_025809895.1;3;-1;2022-10-29;2023-10-28;
ND_PM1216;3715;CFSAN127954;SRS15503424;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;9;Environmental swab. AMR: blaCSA-2 HMM fos;;;SAMN31403273;;GCA_025809975.1;3;-1;2022-10-29;2023-10-28;
ND_PM1217;3716;CFSAN127955;SRS15503411;C. sakazakii;;;PDS000113766.5;USA;North America;MI;Environmental;;2022;;Environmental swab. AMR: blaCSA HMM fos;;;SAMN31403274;;GCA_025810215.1;3;-1;2022-10-29;2023-10-28;
ND_PM1218;3717;CFSAN127951;SRS15503348;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;9;Environmental swab. AMR: blaCSA HMM fos;;;SAMN31403275;;GCA_025810515.1;3;-1;2022-10-29;2024-02-28;
ND_PM1219;3719;2022N-4029;SRS15570403;C. sakazakii;;;;USA;North America;;Clinical;;2022;;;;PRJNA420465;SAMN31509579;;GCA_025904945.1;3;-1;2022-11-05;2024-02-28;
ND_PM1220;3744;2022N-4033;SRS15933741;C. sakazakii;;;PDS000023152.2;USA;North America;;Clinical;;2022;12;AMR : blaCSA fos=HMM;;;SAMN31976345;;GCA_026584305.1;3;-1;2022-12-10;2024-02-28;
ND_PM1221;3745;CFSAN128232;SRS15708217;C. sakazakii;;;PDS000105111.4;USA;North America;MI;Environmental;;2022;11;AMR: blaCSA-2 fos=HMM. Nine isolates with the same SNP profile.;;;SAMN31662557;;GCA_026103415.1;3;-1;2022-12-10;2024-02-28;
ND_PM1222;3746;CFSAN128231;SRS15705319;C. sakazakii;;;PDS000113766.6;USA;North America;MI;Environmental;;2022;11;AMR: blaCSA fos=HMM;;;SAMN31662554;;GCA_026099255.1;3;-1;2022-12-10;2023-10-28;
ND_PM1223;3747;CFSAN128233;SRS15705325;C. sakazakii;;;PDS000118578.2;USA;North America;MI;Environmental;;2022;11;AMR: blaCSA-2 fos=HMM;;;SAMN31663103;;GCA_026106415.1;3;-1;2022-12-10;2024-02-28;
ND_PM1224;3748;CFSAN128230;SRS15705414;C. sakazakii;;;PDS000120092.11;USA;North America;MI;Environmental;;2022;11;AMR: blaCSA fos=HMM mcr-9.1. 27 same snp profile;;;SAMN31663173;;GCA_026097235.1;3;-1;2022-12-10;2023-10-28;
ND_PM1225;3751;FDA1206737-S001-001;"CFSAN128418; SRS15755664";C. sakazakii;;;PDS000123379.1;USA;North America;MI;Powdered infant formula;;2022;11;AMR: blaCSA fos=HMM;;;SAMN31717210;;GCA_026180285.1;3;-1;2022-12-10;2023-12-28;
ND_PM1226;3752;FDA1207441-S001-001;"CFSAN128429; SRS15945175";C. dublinensis;;;PDS000126401.1;USA;North America;MI;Powdered infant formula;;2022;12;AMR: ampC=HMM fos=HMM;;;SAMN31997670;;GCA_026609995.1;3;-1;2022-12-10;2023-10-28;
ND_PM1227;3753;CFSAN128235;SRS15705412;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;11;AMR: blaCSA fos=HMM mcr-9.1;;;SAMN31663172;;GCA_026097255.1;3;-1;2022-12-10;2024-02-28;
ND_PM1228;3754;CFSAN128236;SRS15705576;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;11;AMR:blaCSA fos=HMM;;;SAMN31662552;;GCA_026105815.1;3;-1;2022-12-10;2024-02-28;
ND_PM1229;3755;CFSAN128237;SRS15708212;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;11;AMR: blaCSA fos=HMM mcr-9.1;;;SAMN31662555;;GCA_026103495.1;3;-1;2022-12-10;2024-02-28;
ND_PM1230;3756;2014N-4038;SRS16007251;C. sakazakii;;;PDS000170615.1;USA;North America;;Clinical;;2014;;"Same SNP profile as 2 clinical isolates from Wyoming ID 4694 & 4695; AMR: blaCSA";;;SAMN32116148;;GCA_026759775.1;3;3;2022-12-10;2023-12-30;
ND_PM1231;3757;466G;;C. sakazakii;;;;China;Asia;Guongzhou;Food;;2007;;Note: pps allele is 1 nucleotide of the normally fixed sequence length for submission. The nucleotide is missing at position 370.;;PRJNA397666;SAMN07483959;;GCA_002977775.1;3;-1;2022-12-13;2024-02-28;
ND_PM1232;3758;MOD1-cr1;SRS3436324 CFSAN062795;C. sakazakii;;;PDS000017232.2;USA;North America;TX;Clinical;;2010;;CSF. Same SNP cluster as 3759 & 4752.AMR: blaCSA HMM fos;;;SAMN06712287;;GCA_002107775.1;3;-1;2022-12-28;2024-02-28;
ND_PM1233;3759;MOD1-cr2;"CFSAN062799; SRS3436327";C. sakazakii;;;;USA;North America;TX;Clinical;;2010;;Blood. Same SNP profile as 3758 and 4752. AMR: blaCSA HMM fos;;;SAMN06712283;;GCA_002107815.1;3;-1;2022-12-28;2024-02-28;
ND_PM1234;3760;MOD1_LR712;"CFSAN076408; SRS3356013";C. sakazakii;;;;USA;North America;IL;Food;;2004;;Organic soy;;;SAMN08611291;;GCA_002975035.1;3;-1;2022-12-28;2024-02-28;
ND_PM1235;3762;wls2212;G2726;C. sakazakii;;;;India;Asia;;Milk powder;;2018;;;;;SAMN10531429;;GCA_022607585.1;3;-1;2022-12-28;2024-02-28;
ND_PM1236;3763;cro7_Sph;;C. sakazakii;;;;China;Asia;;Food;;2011;;;;;SAMN07484012;;GCA_002976755.1;3;-1;2022-12-28;2024-02-28;
ND_PM1237;3764;BJCR0016;;C. sakazakii;;;;China;Asia;Beijing;Feces;;2013;;AMR: blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079005;;GCA_028576775.1;9;-1;2022-12-29;2024-02-28;
ND_PM1238;3765;CQCR0003;;C. sakazakii;;;;China;Asia;Chongqing;Powdered infant formula;;2012;;AMR: blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079006;;GCA_028577175.1;9;-1;2022-12-29;2024-02-28;
ND_PM1239;3766;CQCR0005;;C. sakazakii;;;;China;Asia;Chongqing;Noodles;;2012;;AMR: blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079007;;GCA_028577195.1;9;-1;2022-12-29;2024-02-28;
ND_PM1240;3767;HACR0004;;C. sakazakii;;;PDS000136332.1;China;Asia;Zhenzhou;Powdered infant formula;;2012;;AMR: blaCSA=COMPLETE,fos=HMM,mcr-9.1=COMPLETE;;;SAMN25079008;;GCA_028582935.1;9;-1;2022-12-29;2024-02-28;
ND_PM1241;3768;HECR0041;;C. sakazakii;;;PDS000136303.1;China;Asia;Shijiazhuang;Powdered infant formula;;2012;;AMR: blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079011;;GCA_028578075.1;9;-1;2022-12-29;2024-02-28;
ND_PM1242;3769;HECR0070;;C. sakazakii;;;;China;Asia;Shijiazhuang;Noodles;;2017;;AMR: blaCSA=COMPLETE,fos=HMM;;;SAMN25079012;;GCA_028582955.1;9;-1;2022-12-29;2024-02-28;
ND_PM1243;3770;SCCR0004;;C. sakazakii;;;PDS000136304.1;China;Asia;Chengdu;Infant food;;2010;;"AMR: blaCSA=COMPLETE,fos=HMM; Rice noodles for infants.";;;SAMN25079014;;GCA_028576695.1;9;-1;2022-12-29;2024-02-28;
ND_PM1244;3771;SCCR0012;;C. sakazakii;;;;China;Asia;Chengdu;Powdered infant formula;;2010;;;;;;;;9;-1;2022-12-29;2024-02-28;
ND_PM1245;3772;SCCR0015;;C. sakazakii;;;PDS000136332.1;China;Asia;Chengdu;Powdered infant formula;;2011;;AMR: blaCSA=COMPLETE,fos=HMM,mcr-9.1=COMPLETE;;;SAMN25079017;;GCA_028576715.1;9;-1;2022-12-29;2024-02-28;
ND_PM1246;3773;SCCR0016;;C. sakazakii;;;PDS000136332.1;China;Asia;Chengdu;Powdered infant formula;;2011;;AMR: blaCSA=COMPLETE,fos=HMM,mcr-9.1=COMPLETE;;;SAMN25079018;;GCA_028577475.1;9;-1;2022-12-29;2024-02-28;
ND_PM1247;3774;SDCR0035;;C. sakazakii;;;;China;Asia;Jinan;Spices;;2010;;;;;;;;9;-1;2022-12-29;2024-02-28;
ND_PM1248;3775;SHCR0024;;C. sakazakii;;;;China;Asia;Shanghai;Feces;;2013;;AMR: blaCSA-2=COMPLETE,fos=HMM;;;SAMN25079026;;GCA_028577215.1;9;-1;2022-12-29;2024-02-28;
ND_PM1249;3776;SZCR0002;;C. sakazakii;;;;China;Asia;Shenzhen;Rice noodles for infants;;2012;;;;;;;;9;-1;2022-12-29;2024-02-28;
ND_PM1250;3777;XJCR0003;;C. sakazakii;;;;China;Asia;Urumqi;Powdered infant formula;;2012;;AMR: aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,arr-3=COMPLETE,blaCSA-2=COMPLETE,dfrA27=COMPLETE,fos=HMM,qnrB6=COMPLETE,sul1=COMPLETE;;;SAMN25079024;;GCA_028577535.1;9;-1;2022-12-29;2024-02-28;
ND_PM1251;3778;MOD1-LR713;"CFSAN062791; SRS3355979";C. sakazakii;;;;USA;North America;;Environmental;;2017;;This entry is from Genbank download, the notes of which have a different CFSAN number to that of 2456, and is ST128 (CC4) rather than ST83.;;;SAMN06712278;;GCA_002107715.1;3;-1;2022-12-30;2024-02-28;
ND_PM1252;3779;H200;;C. sakazakii;;;PDS000017235.2;Switzerland;Europe;Zurich;Milk powder;;2017;;AMR blaCSA-2;;;SAMN32323932;;GCA_027277245.1;3;-1;2022-12-30;2024-02-28;
ND_PM1253;3780;H2660;;C. sakazakii;;;PDS000130096.1;Switzerland;Europe;Zurich;Milk powder;;2017;;AMR profile blaCSA-2;;;SAMN32323933;;GCA_027277225.1;3;-1;2022-12-30;2024-02-28;
ND_PM1254;3781;MOD1-cr14;"CFSAN062794; SRS3436322";C. sakazakii;;;;USA;North America;MO;Clinical;;2011;;CSF;;;SAMN06712275;;GCA_002102535.1;3;-1;2023-01-02;2024-02-28;
ND_PM1255;3782;MOD1-cr13;SRS3436323 CFSAN062792;C. sakazakii;;;;USA;North America;MO;Water;;2011;;Probably drinking water as NCBI entry gives 'food/water';;;SAMN06712277;;GCA_002107755.1;3;-1;2023-01-02;2024-02-28;
ND_PM1256;3783;MOD1-J148;CFSAN062796;C. sakazakii;;;;Jordan;Asia;;Food ingredient;;2017;;Spice;;;SAMN06712286;;GCA_002107765.1;3;-1;2023-01-02;2024-02-28;
ND_PM1257;3784;MOD1-cr4;SRS3465792 CFSAN062800;C. sakazakii;;;;USA;North America;IN;Environmental;;2010;;Baby pacifier;;;SAMN06712282;;GCA_002107855.1;3;-1;2023-01-02;2024-02-28;
ND_PM1258;3785;MOD1-2151;CFSAN062797;C. sakazakii;;;PDS000171731.1;USA;North America;;Clinical;;2003;;CSF isolate. AMR: blaCSA, HMM fos. Same SNP profile as ID 593, 3785, 4100,4101,4102. Former:PDS000017231.3;;;SAMN06712285;;GCA_002107865.1;3;-1;2023-01-02;2024-02-28;
ND_PM1259;3786;MOD1-cr10;SRS3436319 CFSAN062793;C. sakazakii;;;;USA;North America;MO;Powdered infant formula;;2011;;Possibly linked to 3781 (CSF) & 3782 (water);;;SAMN06712276;;GCA_002107895.1;3;-1;2023-01-02;2024-02-28;
ND_PM1260;3787;MOD1-cr5;SRS3436326 CFSAN062798;C. sakazakii;;;;USA;North America;OH;Clinical;;2011;;Rectal swab;;;SAMN06712284;;GCA_002107915.1;3;-1;2023-01-02;2024-02-28;
ND_PM1261;3788;MOD1-Jor154;SRS3333242 CFSAN064843;C. sakazakii;;;;Jordan;Asia;;Food;;2008;;Spice;;;GCA_002532485.1;;GCA_002532485.1;3;-1;2023-01-02;2024-02-28;
ND_PM1262;3789;MOD1-LR632;SRS3355823 CFSAN075410;C. sakazakii;;;;USA;North America;IL;Environmental;;2005;;Dairy facility;;;SAMN08397408;;GCA_002942205.1;3;-1;2023-01-02;2024-02-28;
ND_PM1263;3790;MOD1-631;SRS3355824 CFSAN075407;C. sakazakii;;;;USA;North America;IL;Food;;2005;;Instant oatmeal with strawberries and cream;;;SAMN08397394;;GCA_002942225.1;3;-1;2023-01-02;2024-02-28;
ND_PM1264;3791;MOD1_LR706;"CFSAN076406; SRS3355980";C. sakazakii;;;;USA;North America;IL;Food ingredient;;2004;;Organic soy;;;SAMN08611379;;GCA_002974795.1;3;-1;2023-01-02;2024-02-28;
ND_PM1265;3792;MOD1_LR751;"CFSAN076416; SRS3356003";C. sakazakii;;;;USA;North America;IL;Food ingredient;;2004;;Organic soy;;;SAMN08611276;;GCA_002975095.1;3;-1;2023-01-02;2024-02-28;
ND_PM1266;3793;cro59;;C. sakazakii;;;;China;Asia;;Food;;2011;;;;;SAMN07484008;;GCA_002976795.1;3;-1;2023-01-02;2024-02-28;
ND_PM1267;3794;cro864W;;C. sakazakii;;;;China;Asia;;Food;;2012;;;;;SAMN07483988;;GCA_002977195.1;3;-1;2023-01-02;2024-02-28;
ND_PM1268;3795;7G;;C. sakazakii;;;;China;Asia;;Food;;2007;;;;;SAMN07483972;;GCA_002977495.1;3;-1;2023-01-02;2024-02-28;
ND_PM1269;3796;470G;;C. sakazakii;;;;China;Asia;;Food;;2007;;;;;SAMN07483963;;GCA_002977685.1;3;-1;2023-01-02;2024-02-28;
ND_PM1270;3797;469G;;C. sakazakii;;;;China;Asia;;Food;;2007;;;;;SAMN07483962;;GCA_002977715.1;3;-1;2023-01-02;2024-02-28;
ND_PM1271;3798;468G;;C. sakazakii;;;;China;Asia;;Food;;2007;;;;;SAMN07483961;;GCA_002977735.1;3;-1;2023-01-02;2024-02-28;
ND_PM1272;3799;458G;;C. sakazakii;;;;China;Asia;;Food;;2007;;;;;SAMN07483957;;GCA_002977785.1;3;-1;2023-01-02;2024-02-28;
ND_PM1273;3800;cro2811W;;C. sakazakii;;;;China;Asia;;Food;;2015;;;;;SAMN07483947;;GCA_002977985.1;3;-1;2023-01-02;2024-02-28;
ND_PM1274;3801;cro392B1;;C. sakazakii;;;;China;Asia;;Food;;2012;;;;;SAMN07483949;;GCA_002977995.1;3;-1;2023-01-02;2024-02-28;
ND_PM1275;3802;cro1511C1;;C. sakazakii;;;;China;Asia;;Food;;2013;;;;;SAMN07483945;;GCA_002978055.1;3;-1;2023-01-02;2024-02-28;
ND_PM1276;3803;MOD1_LR745;"CFSAN076414; SRS3356005";C. sakazakii;;;;USA;North America;IL;Food;;2004;;Unknown food powder;;;SAMN08611274;;GCA_002993205.1;3;-1;2023-01-02;2024-02-28;
ND_PM1277;3804;MOD1_LR705;"CFSAN: CFSAN076405; SRS3355983";C. sakazakii;;;;USA;North America;IL;Food ingredient;;2004;;Organic soy;;;SAMN08611383;;GCA_003177155.1;3;-1;2023-01-02;2024-02-28;
ND_PM1278;3805;MOD1-E788B;"CFSAN043069; SRS3436348";C. sakazakii;;;;Ireland;Europe;;Clinical;;;;No information given for year or precise source;;;SAMN04329621;;GCA_003515885.1;3;-1;2023-01-02;2024-02-28;
ND_PM1279;3806;wls2148;G2356;C. sakazakii;;;;USA;North America;;Unknown;;;;;;;SAMN10531409;;GCA_022607925.1;3;-1;2023-01-02;2024-02-28;
ND_PM1280;3807;TJCR0001;;C. sakazakii;;;PDS000136305.1;China;Asia;Tianjing;Powdered infant formula;;2008;;This is a whole genome for the strain. Original database entry is 664, which was 5-1-3-?-5-5-4 therefore unknown ST, CC4. There is another entry;;;SAMN25079023;;GCA_028577495.1;9;-1;2023-01-03;2024-02-28;
ND_PM1281;3820;AM65-5MHA;;C. sakazakii;;;;China;Asia;Shenzhen;Clinical;;2014;;Human faecal isolate;;;SAMN31809245;;GCA_027667165.1;3;-1;2023-01-14;2023-06-28;
ND_PM1282;3823;5445;510177-19;C. sakazakii;;;;Czech Republic;Europe;;Food;;2015;6;Filling;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1283;3824;7553;510178-19;C. sakazakii;;;;Czech Republic;Europe;;Food;;2015;7;Filling;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1284;3825;10179;510179-19;C. sakazakii;;;;Czech Republic;Europe;;Environment;;2015;7;Smear from the production environment;;;;;;87;-1;2023-01-31;2023-10-28;
ND_PM1285;3826;8718;510181-19;C. sakazakii;;;;Czech Republic;Europe;;Food;;2015;9;Pistachio;;;;;;87;-1;2023-01-31;2023-10-28;
ND_PM1286;3827;8888;510182-19;C. sakazakii;;;;Czech Republic;Europe;;Food;;2015;9;Mechanically separated poultry meat;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1287;3828;14614;510183-19;C. sakazakii;;;;Czech Republic;Europe;;Environment;;2015;10;Smear from the production environment;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1288;3829;16010;510184-19;C. sakazakii;;;;Czech Republic;Europe;;Environment;;2015;10;Smear from the production environment;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1289;3830;10203;510185-19;C. sakazakii;;;;Czech Republic;Europe;;Food;;2015;10;Caramel;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1290;3831;9938;510187-19;C. sakazakii;;;;Czech Republic;Europe;;Food;;2015;10;flour;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1291;3832;13390;510188-19;C. sakazakii;;;;Czech Republic;Europe;;Environment;;2015;9;Smear from the production environment;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1292;3833;13340;510189-19;C. sakazakii;;;;Czech Republic;Europe;;Environment;;2015;9;Smear from the production environment;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1293;3834;13731;510190-19;C. sakazakii;;;;Czech Republic;Europe;;Environment;;2015;9;Smear from the production environment;;;;;;87;-1;2023-01-31;2024-02-28;
ND_PM1294;3835;510625-20;"AT20-Ww11; SRS9614448";C. turicensis;;;;Austria;Europe;;Clinical;;2019;;Faecal, hare. See publication;10.1111/lam.13685;;SAMN20448020;;GCA_028106955.1;3;-1;2023-02-01;2024-02-28;
ND_PM1295;3836;510399-20;"AT20-Ww4; SRS9614447";C. turicensis;;;;Austria;Europe;;Clinical;;2019;;Faecal, hare. See publication.;10.1111/lam.13685;;SAMN20448019;;GCA_028110265.1;3;-1;2023-02-01;2024-02-28;
ND_PM1296;3837;CFSAN129026;SRS16572248;C. sakazakii;;;PDS000134282.2;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR blaCSA-2 HMM fos;;;SAMN32898339;;GCA_028154105.1;3;-1;2023-02-03;2024-02-28;
ND_PM1297;3838;CFSAN129028;SRS16572247;C. sakazakii;;;PDS000134284.2;USA;North America;MI;Environmental;;2022;;Swab sponge.  AMR blaCSA mcr-9.1 HMM fos;;;SAMN32898340;;GCA_028151905.1;3;-1;2023-02-03;2023-10-28;
ND_PM1298;3839;CFSAN129053;SRS16572243;C. sakazakii;;;PDS000134286.1;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR blaCSA HMM fos;;;SAMN32898341;;GCA_028154145.1;3;-1;2023-02-03;2023-10-28;
ND_PM1299;3840;CFSAN129031;SRS16572245;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: blaCSA HMM fos;;;SAMN32898342;;GCA_028151925.1;3;-1;2023-02-03;2024-02-28;
ND_PM1300;3841;CFSAN129046;SRS16572246;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: blaCSA HMM fos;;;SAMN32898343;;GCA_028154125.1;3;-1;2023-02-03;2023-12-28;
ND_PM1301;3842;CFSAN129043;SRS16572236;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: blaCSA HMM fos;;;SAMN32898159;;GCA_028152055.1;3;-1;2023-02-03;2023-10-28;
ND_PM1302;3843;CFSAN129030;SRS16572238;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: blaCSA HMM fos;;;SAMN32898324;;GCA_028152035.1;3;-1;2023-02-03;2023-04-28;
ND_PM1303;3844;CFSAN129049;SRS16572239;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: blaCSA HMM fos;;;SAMN32898338;;GCA_028152005.1;3;-1;2023-02-03;2023-06-28;
ND_PM1304;3845;CFSAN129045;SRS16572240;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: blaCSA HMM fos;;;SAMN32898336;;GCA_028151965.1;3;-1;2023-02-03;2024-02-28;
ND_PM1305;3846;CFSAN129051;SRS16572237;C. sakazakii;;;PDS000120092.11;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: blaCSA mcr-9.1 HMM fos;;;SAMN32898185;;GCA_028154185.1;3;-1;2023-02-03;2023-10-28;
ND_PM1306;3847;CFSAN129044;SRS16572233;C. dublinensis;;;;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: HMM ampC;;;SAMN32898213;;GCA_028154205.1;3;-1;2023-02-03;2024-02-28;
ND_PM1307;3848;CFSAN129035;SRS16572235;C. sakazakii;;;;USA;North America;MI;Environmental;;2022;;Swab sponge. AMR: blaCSA HMM fos;;;SAMN32898200;;GCA_028152125.1;3;-1;2023-02-03;2023-06-28;
ND_PM1308;3849;CFSAN129027;SRS16572228;C. sakazakii;;;PDS000134705.2;USA;North America;MI;Environmental;;2022;;Three isolates with same SNP profile. Swab sponge. AMR: blaCSA HMM fos;;;SAMN32898165;;GCA_028152325.1;3;3;2023-02-03;2024-03-26;
ND_PM1309;3850;FDA1216050-S001-005;"CFSAN129860; SRS16909656";C. sakazakii;;;PDS000105568.11;USA;North America;MI;Powdered infant formula;;2023;;AMR: blaCSA. Many other isolates from PIF deposited by FDA with the same SNP profile PDS000105568.8.;;;SAMN33482383;;GCA_028886785.1;3;-1;2023-03-06;2023-10-28;
ND_PM1310;3875;CFSAN129610;SRS16778796;C. sakazakii;;;;USA;North America;MI;Environmental;;2023;1;AMR: blaCSA HMM fos;;;SAMN33315631;;GCA_028643825.1;3;-1;2023-03-06;2023-06-28;
ND_PM1311;3876;CFSAN129435;SRS16778794;C. sakazakii;;;PDS000136565.2;USA;North America;MI;Environmental;;2023;;Total of 6 environmental swab sponge isolates with same SNP profile. AMR blaCSA HMM fos;;;SAMN33315630;;;3;-1;2023-03-06;2023-06-28;
ND_PM1312;3877;CFSAN129440;SRS16778793;C. sakazakii;;;PDS000120092.11;USA;North America;MI;Environmental;;2022;10;Total of 19 environmental swab sponge with SNP profile : PDS000120092.9. AMR: blaCSA mcr-9.1 mcr-9 HMM fos Partial mcr-9;;;SAMN33315628;;GCA_028644685.1;3;-1;2023-03-06;2023-10-28;
ND_PM1313;3878;CFSAN129442;SRS16761011;C. sakazakii;;;PDS000136566.1;USA;North America;MI;Environmental;;2022;10;Total of 2 environmental swab sponge sample with this SNP. AMR profile: blaCSA HMM fos;;;SAMN33285595;;GCA_028632205.1;3;-1;2023-03-07;2023-12-28;
ND_PM1314;3879;CFSAN129441;SRS16761012;C. sakazakii;;;PDS000120092.11;USA;North America;MI;Environmental;;2022;10;Environmental swab sponge. AMR profile: blaCSA mcr-9.1 HMM fos;;;SAMN33285598;;GCA_028628985.1;3;-1;2023-03-07;2023-10-28;
ND_PM1315;3880;CFSAN129443;SRS16761010;C. sakazakii;;;PDS000136563.1;USA;North America;MI;Environmental;;2023;2;Environmental swab sponge. AMR profile: blaCSA HMM fos;;;SAMN33285596;;GCA_028640005.1;3;-1;2023-03-07;2023-10-28;
ND_PM1316;3881;CFSAN129433;SRS16761013;C. sakazakii;;;PDS000136565.2;USA;North America;MI;Environmental;;2023;2;Total of 4 environmental swab sponge with this SNP. AMR profile: blaCSA HMM fos;;;SAMN33285602;;GCA_028631855.1;3;-1;2023-03-07;2023-06-28;
ND_PM1317;3882;CFSAN129437;SRS16761014;C. dublinensis;;;;USA;North America;MI;Environmental;;2023;1;Environmental swab sponge. AMR profile:   HMM ampC fos;;;SAMN33285600;;GCA_028638895.1;3;-1;2023-03-07;2024-02-28;
ND_PM1318;3883;CFSAN129434;SRS16760981;C. sakazakii;;;;USA;North America;MI;Environmental;;2023;2;Environmental swab sponge. blaCSA mcr-9.1 HMM fos;;;SAMN33285594;;GCA_028630815.1;3;-1;2023-03-07;2024-02-28;
ND_PM1319;3884;CFSAN129047;SRS16760849;C. turicensis;;;;USA;North America;MI;Environmental;;2023;2;Environmental swab sponge. AMR profile: fos HMM ampC;;;SAMN33285450;;GCA_028636965.1;3;-1;2023-03-07;2024-02-28;
ND_PM1320;3885;CFSAN129048;SRS16760850;C. turicensis;;;;USA;North America;MI;Environmental;;2023;2;Environmental swab sponge. AMR profile: fos HMM;;;SAMN33285451;;GCA_028626565.1;3;-1;2023-03-07;2024-02-28;
ND_PM1321;3910;CFSA A84;;C. dublinensis;;;;China;Asia;Beijing;Infant food;;2021;5;Cereal-based food (noodle) for infant;;;SAMN29675450;;GCA_029227785.1;3;-1;2023-03-19;2023-10-28;
ND_PM1322;3911;CFSA A14;;C. dublinensis;;;;China;Asia;Beijing;Infant food;;2021;5;Cereal-based food (noodle) for infant;;;SAMN29674978;;GCA_029227755.1;3;-1;2023-03-19;2023-10-28;
ND_PM1323;3912;FDA1216050-S001-001;;C. sakazakii;;;PDS000105568.11;USA;North America;MI;Powdered infant formula;;2023;;Four other PIF isolates with same SNP uploaded at the same time. AMR: blaCSA=COMPLETE,fos=HMM;;;SAMN33482386;;GCA_028918445.1;3;-1;2023-03-19;2023-10-28;
ND_PM1324;3919;815674B;SRS17171142;C. sakazakii;;Csak O2;PDS000140587.1;USA;North America;MO;Powdered infant formula;;2023;;AMR: blaCSA-2 HMM fos. Serotype predicted by Crotrait.;;;SAMN33969568;;GCA_029470065.1;3;-1;2023-04-01;2024-02-28;
ND_PM1325;3921;815674A;SRS17171143;C. sakazakii;;Csak O2;PDS000140587.1;USA;North America;MO;Powdered infant formula;;2023;;Same SNP as 3919, and a clinical (no assembly to date).  AMR:blaCSA-2 HMM fos. Serotype predicted by Crotrait.;;;SAMN33969567;;GCA_029470045.1;3;-1;2023-04-01;2024-02-28;
ND_PM1326;3922;2023N-4011;SRS17170134;C. sakazakii;;Csak O2;PDS000140587.1;USA;North America;;Clinical;;2023;;Same SNP as PIF isolates 3919 & 3920. AMR:blaCSA-2 HMM fos. Serotype predicted by Crotrait.;;;SAMN33965529;;;3;-1;2023-04-01;2024-02-28;
